card_name,set,set_name,modern,usd,eur
Vigor,lrw,Lorwyn,legal,6.99,4.16
Wanderwine Hub,lrw,Lorwyn,legal,3.49,2.17
Wanderwine Prophets,lrw,Lorwyn,legal,7.49,3.01
Adarkar Wastes,10e,Tenth Edition,legal,7.61,4.95
Beacon of Immortality,10e,Tenth Edition,legal,4.99,2.35
Birds of Paradise,10e,Tenth Edition,legal,7.65,4.32
Brushland,10e,Tenth Edition,legal,9.99,5.84
Chromatic Star,10e,Tenth Edition,legal,7.68,2.73
Coat of Arms,10e,Tenth Edition,legal,7.52,3.99
Crucible of Worlds,10e,Tenth Edition,legal,24.99,12.52
Doubling Cube,10e,Tenth Edition,legal,14.66,5.11
Elvish Champion,10e,Tenth Edition,legal,7.95,4.12
Elvish Piper,10e,Tenth Edition,legal,5.06,3.27
Field Marshal,10e,Tenth Edition,legal,5.29,3.34
Goblin King,10e,Tenth Edition,legal,4.99,2.58
Goblin Lore,10e,Tenth Edition,legal,24.99,18.09
Grave Pact,10e,Tenth Edition,legal,16.43,6.82
Hurkyl's Recall,10e,Tenth Edition,legal,3.98,2.82
Karplusan Forest,10e,Tenth Edition,legal,4.99,2.61
Lord of the Undead,10e,Tenth Edition,legal,13.81,8.09
Pithing Needle,10e,Tenth Edition,legal,3.99,2.35
Sculpting Steel,10e,Tenth Edition,legal,7.47,3.77
Seedborn Muse,10e,Tenth Edition,legal,12.99,5.10
Seismic Assault,10e,Tenth Edition,legal,4.49,2.53
"Squee, Goblin Nabob",10e,Tenth Edition,legal,4.33,2.84
Sulfurous Springs,10e,Tenth Edition,legal,7.76,5.06
Time Stretch,10e,Tenth Edition,legal,14.03,6.14
Underground River,10e,Tenth Edition,legal,4.94,2.68
Wrath of God,10e,Tenth Edition,legal,8.91,4.70
Akroma's Memorial,fut,Future Sight,legal,22.13,8.78
Bitter Ordeal,fut,Future Sight,legal,8.49,2.96
Bridge from Below,fut,Future Sight,legal,26.77,11.66
Cloud Key,fut,Future Sight,legal,12.38,4.22
Coalition Relic,fut,Future Sight,legal,5.49,3.88
Daybreak Coronet,fut,Future Sight,legal,13.09,7.42
Dryad Arbor,fut,Future Sight,legal,14.06,5.30
Glittering Wish,fut,Future Sight,legal,4.99,2.70
Graven Cairns,fut,Future Sight,legal,4.86,2.38
Grove of the Burnwillows,fut,Future Sight,legal,28.99,14.79
Horizon Canopy,fut,Future Sight,legal,76.95,50.38
Magus of the Moat,fut,Future Sight,legal,7.36,2.34
Magus of the Moon,fut,Future Sight,legal,9.99,6.24
Pact of Negation,fut,Future Sight,legal,14.54,8.94
Slaughter Pact,fut,Future Sight,legal,3.37,2.01
Sliver Legion,fut,Future Sight,legal,50.53,20.77
Street Wraith,fut,Future Sight,legal,5.00,4.00
Summoner's Pact,fut,Future Sight,legal,6.99,6.23
Sword of the Meek,fut,Future Sight,legal,6.49,3.75
Tarmogoyf,fut,Future Sight,legal,94.99,57.02
Tolaria West,fut,Future Sight,legal,8.99,3.17
"Venser, Shaper Savant",fut,Future Sight,legal,5.53,3.63
All Is Dust,pgpx,Grand Prix Promos,legal,25.51,18.83
Batterskull,pgpx,Grand Prix Promos,legal,20.06,14.30
Chrome Mox,pgpx,Grand Prix Promos,banned,41.92,25.54
Griselbrand,pgpx,Grand Prix Promos,legal,11.22,8.01
Maelstrom Pulse,pgpx,Grand Prix Promos,legal,33.79,19.19
Mutavault,pgpx,Grand Prix Promos,legal,11.51,7.74
Primeval Titan,pgpx,Grand Prix Promos,legal,20.24,13.30
Stoneforge Mystic,pgpx,Grand Prix Promos,banned,29.55,23.62
Umezawa's Jitte,pgpx,Grand Prix Promos,banned,30.35,16.87
Ajani Goldmane,ppro,Pro Tour Promos,legal,11.87,7.05
Avatar of Woe,ppro,Pro Tour Promos,legal,17.98,8.90
Eternal Dragon,ppro,Pro Tour Promos,not_legal,9.08,3.99
Mirari's Wake,ppro,Pro Tour Promos,not_legal,31.92,16.78
"Treva, the Renewer",ppro,Pro Tour Promos,not_legal,28.46,26.99
Damnation,plc,Planar Chaos,legal,29.92,16.05
Extirpate,plc,Planar Chaos,legal,5.99,2.74
Porphyry Nodes,plc,Planar Chaos,legal,4.99,2.55
"Urborg, Tomb of Yawgmoth",plc,Planar Chaos,legal,26.46,13.62
Knight Exemplar,pres,Resale Promos,legal,3.83,7.13
Terastodon,pres,Resale Promos,legal,0.82,2.26
Cunning Wish,g07,Judge Gift Cards 2007,not_legal,35.78,24.57
Decree of Justice,g07,Judge Gift Cards 2007,not_legal,13.47,7.13
Ravenous Baloth,g07,Judge Gift Cards 2007,not_legal,2.80,2.49
Vindicate,g07,Judge Gift Cards 2007,not_legal,36.96,22.00
Yawgmoth's Will,g07,Judge Gift Cards 2007,not_legal,200.87,184.95
Academy Ruins,tsp,Time Spiral,legal,24.99,11.54
Ancestral Vision,tsp,Time Spiral,legal,12.99,10.92
Angel's Grace,tsp,Time Spiral,legal,5.99,3.32
Chromatic Star,tsp,Time Spiral,legal,6.32,2.87
Flagstones of Trokair,tsp,Time Spiral,legal,18.99,9.35
Gauntlet of Power,tsp,Time Spiral,legal,20.99,7.03
Gemstone Caverns,tsp,Time Spiral,legal,23.05,10.14
Greater Gargadon,tsp,Time Spiral,legal,3.88,2.50
Living End,tsp,Time Spiral,legal,14.99,10.21
Lotus Bloom,tsp,Time Spiral,legal,7.76,4.50
Nether Traitor,tsp,Time Spiral,legal,4.99,2.23
Reiterate,tsp,Time Spiral,legal,7.99,2.62
Restore Balance,tsp,Time Spiral,legal,2.99,2.26
Saffi Eriksdotter,tsp,Time Spiral,legal,5.49,2.40
Sedge Sliver,tsp,Time Spiral,legal,8.49,3.54
Swarmyard,tsp,Time Spiral,legal,9.96,4.87
Vesuva,tsp,Time Spiral,legal,15.99,6.83
Arcum Dagsson,csp,Coldsnap,legal,13.71,6.85
Braid of Fire,csp,Coldsnap,legal,17.67,5.97
Commandeer,csp,Coldsnap,legal,8.31,3.10
Counterbalance,csp,Coldsnap,legal,9.99,4.49
Dark Depths,csp,Coldsnap,banned,54.37,30.77
Field Marshal,csp,Coldsnap,legal,5.10,3.08
"Haakon, Stromgald Scourge",csp,Coldsnap,legal,6.96,2.07
Mishra's Bauble,csp,Coldsnap,legal,5.53,4.39
Scrying Sheets,csp,Coldsnap,legal,11.83,5.66
Snow-Covered Island,csp,Coldsnap,legal,2.08,2.15
Snow-Covered Mountain,csp,Coldsnap,legal,2.67,2.10
Thrumming Stone,csp,Coldsnap,legal,21.58,11.47
Wall of Shards,csp,Coldsnap,legal,5.99,4.08
Blood Crypt,dis,Dissension,legal,22.99,11.73
Breeding Pool,dis,Dissension,legal,19.99,12.24
Grand Arbiter Augustin IV,dis,Dissension,legal,9.99,4.64
Hallowed Fountain,dis,Dissension,legal,16.99,7.97
Infernal Tutor,dis,Dissension,legal,16.99,11.87
Pillar of the Paruns,dis,Dissension,legal,4.13,2.49
Pride of the Clouds,dis,Dissension,legal,4.99,3.29
Proclamation of Rebirth,dis,Dissension,legal,7.21,2.99
Tidespout Tyrant,dis,Dissension,legal,3.49,2.91
Voidslime,dis,Dissension,legal,7.99,3.08
Debtors' Knell,gpt,Guildpact,legal,9.01,3.50
Ghostway,gpt,Guildpact,legal,7.13,2.92
Godless Shrine,gpt,Guildpact,legal,16.49,9.53
Leyline of the Void,gpt,Guildpact,legal,40.14,25.65
Orzhov Pontiff,gpt,Guildpact,legal,5.91,3.33
Shattering Spree,gpt,Guildpact,legal,11.92,4.96
Steam Vents,gpt,Guildpact,legal,22.99,10.22
Stitch in Time,gpt,Guildpact,legal,6.99,2.17
Stomping Ground,gpt,Guildpact,legal,24.99,12.73
Exalted Angel,g06,Judge Gift Cards 2006,not_legal,28.45,16.25
Grim Lavamancer,g06,Judge Gift Cards 2006,legal,33.34,17.85
Meddling Mage,g06,Judge Gift Cards 2006,legal,57.88,35.33
Pernicious Deed,g06,Judge Gift Cards 2006,not_legal,45.08,20.74
Birds of Paradise,rav,Ravnica: City of Guilds,legal,8.59,4.34
Chord of Calling,rav,Ravnica: City of Guilds,legal,12.87,8.56
Cloudstone Curio,rav,Ravnica: City of Guilds,legal,15.97,4.66
Copy Enchantment,rav,Ravnica: City of Guilds,legal,14.99,4.71
Dark Confidant,rav,Ravnica: City of Guilds,legal,64.18,34.92
Doubling Season,rav,Ravnica: City of Guilds,legal,47.99,24.87
Glimpse the Unthinkable,rav,Ravnica: City of Guilds,legal,7.80,6.68
Golgari Thug,rav,Ravnica: City of Guilds,legal,3.49,2.18
Life from the Loam,rav,Ravnica: City of Guilds,legal,18.92,11.43
Overgrown Tomb,rav,Ravnica: City of Guilds,legal,15.51,7.83
Privileged Position,rav,Ravnica: City of Guilds,legal,23.08,8.95
Remand,rav,Ravnica: City of Guilds,legal,6.91,3.87
Sacred Foundry,rav,Ravnica: City of Guilds,legal,19.99,11.61
Temple Garden,rav,Ravnica: City of Guilds,legal,16.76,8.61
Watery Grave,rav,Ravnica: City of Guilds,legal,19.99,12.26
Adarkar Wastes,9ed,Ninth Edition,legal,5.99,3.13
Blood Moon,9ed,Ninth Edition,legal,20.38,17.67
Brushland,9ed,Ninth Edition,legal,5.49,4.53
Coat of Arms,9ed,Ninth Edition,legal,6.95,3.79
Defense Grid,9ed,Ninth Edition,legal,7.62,3.84
Elvish Champion,9ed,Ninth Edition,legal,6.84,3.49
Elvish Piper,9ed,Ninth Edition,legal,4.49,2.06
Grave Pact,9ed,Ninth Edition,legal,13.24,5.88
Greater Good,9ed,Ninth Edition,legal,9.49,4.40
Hell's Caretaker,9ed,Ninth Edition,legal,3.89,2.14
Karplusan Forest,9ed,Ninth Edition,legal,4.27,2.04
Lord of the Undead,9ed,Ninth Edition,legal,12.22,5.18
Mindslicer,9ed,Ninth Edition,legal,5.19,2.54
Phyrexian Arena,9ed,Ninth Edition,legal,7.83,4.38
Seedborn Muse,9ed,Ninth Edition,legal,14.99,5.37
Sulfurous Springs,9ed,Ninth Edition,legal,5.83,2.89
Teferi's Puzzle Box,9ed,Ninth Edition,legal,6.99,2.71
Urza's Power Plant,9ed,Ninth Edition,legal,4.99,2.01
Weathered Wayfarer,9ed,Ninth Edition,legal,13.99,5.83
Worship,9ed,Ninth Edition,legal,6.95,4.35
Wrath of God,9ed,Ninth Edition,legal,6.27,3.82
Enduring Ideal,sok,Saviors of Kamigawa,legal,5.99,2.08
"Erayo, Soratami Ascendant // Erayo's Essence",sok,Saviors of Kamigawa,legal,8.72,3.66
"Kataki, War's Wage",sok,Saviors of Kamigawa,legal,5.59,2.52
"Meishin, the Mind Cage",sok,Saviors of Kamigawa,legal,6.57,2.21
"Michiko Konda, Truth Seeker",sok,Saviors of Kamigawa,legal,9.99,4.72
"Mikokoro, Center of the Sea",sok,Saviors of Kamigawa,legal,5.49,3.44
"Miren, the Moaning Well",sok,Saviors of Kamigawa,legal,10.19,5.00
"Oboro, Palace in the Clouds",sok,Saviors of Kamigawa,legal,18.99,10.89
Pithing Needle,sok,Saviors of Kamigawa,legal,5.49,2.88
"Reki, the History of Kamigawa",sok,Saviors of Kamigawa,legal,5.49,3.28
Sakashima the Impostor,sok,Saviors of Kamigawa,legal,20.73,5.71
Disrupting Shoal,bok,Betrayers of Kamigawa,legal,13.99,6.00
Goryo's Vengeance,bok,Betrayers of Kamigawa,legal,44.56,24.16
"Hokori, Dust Drinker",bok,Betrayers of Kamigawa,legal,6.49,2.25
"Ink-Eyes, Servant of Oni",bok,Betrayers of Kamigawa,legal,4.79,2.27
"Kira, Great Glass-Spinner",bok,Betrayers of Kamigawa,legal,15.99,9.97
Mirror Gallery,bok,Betrayers of Kamigawa,legal,11.99,4.03
Nourishing Shoal,bok,Betrayers of Kamigawa,legal,6.49,3.84
Umezawa's Jitte,bok,Betrayers of Kamigawa,banned,19.99,9.38
Gemstone Mine,g05,Judge Gift Cards 2005,legal,60.98,32.07
Mishra's Factory,g05,Judge Gift Cards 2005,not_legal,47.56,30.99
Regrowth,g05,Judge Gift Cards 2005,not_legal,33.99,20.75
Sol Ring,g05,Judge Gift Cards 2005,not_legal,173.10,136.66
City of Ass,unh,Unhinged,not_legal,6.49,2.93
Forest,unh,Unhinged,legal,8.99,4.34
Island,unh,Unhinged,legal,10.99,5.29
"Johnny, Combo Player",unh,Unhinged,not_legal,7.06,4.40
Mountain,unh,Unhinged,legal,6.99,3.60
Mox Lotus,unh,Unhinged,not_legal,7.44,4.57
Plains,unh,Unhinged,legal,6.20,3.61
"Richard Garfield, Ph.D.",unh,Unhinged,not_legal,5.49,2.87
Super Secret Tech,unh,Unhinged,not_legal,32.99,36.47
Swamp,unh,Unhinged,legal,8.38,4.38
"Azusa, Lost but Seeking",chk,Champions of Kamigawa,legal,26.88,12.64
"Boseiju, Who Shelters All",chk,Champions of Kamigawa,legal,18.22,7.02
Eiganjo Castle,chk,Champions of Kamigawa,legal,9.49,4.13
Forbidden Orchard,chk,Champions of Kamigawa,legal,7.57,2.46
Gifts Ungiven,chk,Champions of Kamigawa,legal,6.99,4.26
Glimpse of Nature,chk,Champions of Kamigawa,banned,18.45,8.78
Hall of the Bandit Lord,chk,Champions of Kamigawa,legal,17.99,9.88
Heartbeat of Spring,chk,Champions of Kamigawa,legal,6.49,2.08
"Isamaru, Hound of Konda",chk,Champions of Kamigawa,legal,7.99,2.45
"Kiki-Jiki, Mirror Breaker",chk,Champions of Kamigawa,legal,12.99,6.69
"Kokusho, the Evening Star",chk,Champions of Kamigawa,legal,6.99,3.80
Konda's Banner,chk,Champions of Kamigawa,legal,7.99,2.95
Lava Spike,chk,Champions of Kamigawa,legal,5.52,2.29
Marrow-Gnawer,chk,Champions of Kamigawa,legal,21.83,6.33
"Minamo, School at Water's Edge",chk,Champions of Kamigawa,legal,24.99,10.33
Myojin of Life's Web,chk,Champions of Kamigawa,legal,8.49,2.63
Nature's Will,chk,Champions of Kamigawa,legal,17.99,2.88
Sensei's Divining Top,chk,Champions of Kamigawa,banned,21.99,7.34
Seshiro the Anointed,chk,Champions of Kamigawa,legal,6.49,3.02
"Shizo, Death's Storehouse",chk,Champions of Kamigawa,legal,12.04,3.93
Through the Breach,chk,Champions of Kamigawa,legal,39.99,24.97
Auriok Champion,5dn,Fifth Dawn,legal,9.35,5.23
Crucible of Worlds,5dn,Fifth Dawn,legal,24.99,14.49
Doubling Cube,5dn,Fifth Dawn,legal,16.44,4.43
Engineered Explosives,5dn,Fifth Dawn,legal,84.99,50.39
Eternal Witness,5dn,Fifth Dawn,legal,7.05,3.12
Krark-Clan Ironworks,5dn,Fifth Dawn,legal,17.99,8.10
Mycosynth Golem,5dn,Fifth Dawn,legal,14.59,6.34
Staff of Domination,5dn,Fifth Dawn,legal,29.98,12.07
Vedalken Orrery,5dn,Fifth Dawn,legal,23.21,10.15
Vedalken Shackles,5dn,Fifth Dawn,legal,8.99,4.21
Aether Vial,dst,Darksteel,legal,36.10,22.05
Arcbound Ravager,dst,Darksteel,legal,46.21,25.09
Blinkmoth Nexus,dst,Darksteel,legal,7.99,4.02
Darksteel Colossus,dst,Darksteel,legal,6.86,2.90
Darksteel Forge,dst,Darksteel,legal,13.10,6.14
Mycosynth Lattice,dst,Darksteel,legal,11.99,4.63
Retract,dst,Darksteel,legal,6.99,2.20
Savage Beating,dst,Darksteel,legal,4.99,2.56
Sword of Fire and Ice,dst,Darksteel,legal,53.97,23.84
Sword of Light and Shadow,dst,Darksteel,legal,27.99,12.11
Trinisphere,dst,Darksteel,legal,27.99,13.19
Armageddon,g04,Judge Gift Cards 2004,not_legal,33.49,20.08
Balance,g04,Judge Gift Cards 2004,not_legal,16.66,10.66
Deranged Hermit,g04,Judge Gift Cards 2004,not_legal,40.02,27.49
Hermit Druid,g04,Judge Gift Cards 2004,not_legal,32.89,18.81
Phyrexian Negator,g04,Judge Gift Cards 2004,not_legal,6.21,4.59
Time Warp,g04,Judge Gift Cards 2004,legal,74.60,48.56
Chalice of the Void,mrd,Mirrodin,legal,44.99,33.82
Chrome Mox,mrd,Mirrodin,banned,34.59,15.18
Extraplanar Lens,mrd,Mirrodin,legal,21.38,8.44
Gilded Lotus,mrd,Mirrodin,legal,4.49,2.36
Glimmervoid,mrd,Mirrodin,legal,12.89,7.12
Mesmeric Orb,mrd,Mirrodin,legal,24.95,10.63
Mind's Eye,mrd,Mirrodin,legal,6.49,2.87
Oblivion Stone,mrd,Mirrodin,legal,8.99,4.01
Sculpting Steel,mrd,Mirrodin,legal,7.78,3.02
Solemn Simulacrum,mrd,Mirrodin,legal,6.63,2.31
Sword of Kaldra,mrd,Mirrodin,legal,7.09,2.01
Tooth and Nail,mrd,Mirrodin,legal,19.09,7.29
Vedalken Archmage,mrd,Mirrodin,legal,7.99,2.02
Birds of Paradise,8ed,Eighth Edition,legal,8.92,4.39
Blood Moon,8ed,Eighth Edition,legal,22.85,18.50
Bribery,8ed,Eighth Edition,legal,18.52,9.94
City of Brass,8ed,Eighth Edition,legal,6.88,3.59
Coat of Arms,8ed,Eighth Edition,legal,6.81,4.20
Defense Grid,8ed,Eighth Edition,legal,8.19,3.37
Elvish Champion,8ed,Eighth Edition,legal,6.58,3.29
Elvish Piper,8ed,Eighth Edition,legal,3.99,2.28
Ensnaring Bridge,8ed,Eighth Edition,legal,39.79,29.46
Grave Pact,8ed,Eighth Edition,legal,17.99,6.53
Intruder Alarm,8ed,Eighth Edition,legal,7.99,4.72
Lord of the Undead,8ed,Eighth Edition,legal,11.64,6.16
Phyrexian Arena,8ed,Eighth Edition,legal,8.59,4.52
Teferi's Puzzle Box,8ed,Eighth Edition,legal,6.99,3.30
Worship,8ed,Eighth Edition,legal,7.53,4.26
Wrath of God,8ed,Eighth Edition,legal,6.77,3.78
Sliver Overlord,scg,Scourge,not_legal,13.15,4.85
Stifle,scg,Scourge,not_legal,6.49,4.11
Undead Warchief,scg,Scourge,legal,5.43,2.52
"Akroma, Angel of Wrath",lgn,Legions,legal,2.99,2.15
Magma Sliver,lgn,Legions,not_legal,3.96,2.05
Seedborn Muse,lgn,Legions,legal,11.99,5.30
Synapse Sliver,lgn,Legions,not_legal,4.49,2.07
Argothian Enchantress,g03,Judge Gift Cards 2003,not_legal,31.11,24.96
Intuition,g03,Judge Gift Cards 2003,not_legal,210.69,231.66
Living Death,g03,Judge Gift Cards 2003,not_legal,29.08,20.56
Aggravated Assault,ons,Onslaught,not_legal,8.99,4.53
Bloodstained Mire,ons,Onslaught,legal,39.99,20.62
Cover of Darkness,ons,Onslaught,not_legal,10.31,3.60
Cryptic Gateway,ons,Onslaught,not_legal,4.99,2.34
Enchantress's Presence,ons,Onslaught,not_legal,5.99,4.57
Flooded Strand,ons,Onslaught,legal,32.99,18.58
Goblin Piledriver,ons,Onslaught,legal,6.97,3.96
Goblin Sharpshooter,ons,Onslaught,not_legal,4.24,2.55
Insurrection,ons,Onslaught,not_legal,7.76,2.90
"Kamahl, Fist of Krosa",ons,Onslaught,not_legal,5.99,2.50
Mana Echoes,ons,Onslaught,not_legal,19.99,9.85
Oversold Cemetery,ons,Onslaught,not_legal,7.03,3.28
Patriarch's Bidding,ons,Onslaught,not_legal,18.85,10.13
Polluted Delta,ons,Onslaught,legal,37.99,21.59
Riptide Laboratory,ons,Onslaught,not_legal,11.99,6.25
Steely Resolve,ons,Onslaught,not_legal,7.99,4.25
Unholy Grotto,ons,Onslaught,not_legal,6.21,3.18
Weathered Wayfarer,ons,Onslaught,legal,13.25,5.59
Windswept Heath,ons,Onslaught,legal,22.41,13.62
Wooded Foothills,ons,Onslaught,legal,29.99,18.65
Battle Screech,jud,Judgment,not_legal,5.49,3.99
Burning Wish,jud,Judgment,not_legal,2.79,2.21
Cunning Wish,jud,Judgment,not_legal,5.99,3.40
Genesis,jud,Judgment,not_legal,4.49,3.31
Mirari's Wake,jud,Judgment,not_legal,11.48,4.90
Solitary Confinement,jud,Judgment,not_legal,10.40,4.43
Sylvan Safekeeper,jud,Judgment,not_legal,6.97,4.30
Test of Endurance,jud,Judgment,not_legal,8.58,3.30
Cabal Coffers,tor,Torment,not_legal,28.31,14.52
Chainer's Edict,tor,Torment,not_legal,8.52,5.12
Circular Logic,tor,Torment,not_legal,4.92,3.42
Grim Lavamancer,tor,Torment,legal,17.54,8.47
Insidious Dreams,tor,Torment,not_legal,9.81,5.16
Hammer of Bogardan,g02,Judge Gift Cards 2002,legal,6.02,3.73
Tradewind Rider,g02,Judge Gift Cards 2002,not_legal,9.71,8.18
Chance Encounter,ody,Odyssey,not_legal,7.99,6.52
Crystal Quarry,ody,Odyssey,not_legal,5.49,3.25
Darkwater Catacombs,ody,Odyssey,not_legal,2.49,2.08
Deserted Temple,ody,Odyssey,not_legal,13.16,6.15
Entomb,ody,Odyssey,not_legal,20.76,13.60
Karmic Justice,ody,Odyssey,not_legal,6.88,3.36
Mindslicer,ody,Odyssey,legal,5.49,2.46
Moment's Peace,ody,Odyssey,not_legal,1.49,2.14
Mossfire Valley,ody,Odyssey,not_legal,3.99,2.17
Patron Wizard,ody,Odyssey,not_legal,15.12,9.01
Petrified Field,ody,Odyssey,not_legal,6.99,5.07
Predict,ody,Odyssey,not_legal,1.79,2.10
Price of Glory,ody,Odyssey,not_legal,5.99,2.07
Seize the Day,ody,Odyssey,not_legal,5.49,2.36
Skycloud Expanse,ody,Odyssey,not_legal,4.99,2.78
Squirrel Mob,ody,Odyssey,not_legal,7.99,4.36
Standstill,ody,Odyssey,not_legal,2.49,2.08
Tainted Pact,ody,Odyssey,not_legal,4.95,3.27
Time Stretch,ody,Odyssey,legal,12.50,6.07
Pernicious Deed,apc,Apocalypse,not_legal,4.99,3.08
Phyrexian Arena,apc,Apocalypse,legal,9.14,4.42
Shivan Reef,apc,Apocalypse,legal,4.66,2.66
Standard Bearer,apc,Apocalypse,not_legal,1.95,2.33
Vindicate,apc,Apocalypse,not_legal,5.99,4.03
Yavimaya Coast,apc,Apocalypse,legal,2.99,2.08
Adarkar Wastes,7ed,Seventh Edition,legal,4.99,3.30
Birds of Paradise,7ed,Seventh Edition,legal,9.22,5.07
Brushland,7ed,Seventh Edition,legal,4.49,3.89
City of Brass,7ed,Seventh Edition,legal,7.36,4.30
Coat of Arms,7ed,Seventh Edition,legal,8.10,3.98
Elvish Champion,7ed,Seventh Edition,legal,6.53,3.43
Elvish Piper,7ed,Seventh Edition,legal,3.49,2.85
Ensnaring Bridge,7ed,Seventh Edition,legal,37.78,30.30
Karplusan Forest,7ed,Seventh Edition,legal,2.99,2.41
Lord of Atlantis,7ed,Seventh Edition,legal,7.99,4.37
Meekstone,7ed,Seventh Edition,not_legal,6.35,4.00
Opposition,7ed,Seventh Edition,not_legal,3.49,2.64
Oppression,7ed,Seventh Edition,not_legal,4.49,2.38
Sleight of Hand,7ed,Seventh Edition,legal,3.73,2.19
Static Orb,7ed,Seventh Edition,not_legal,6.99,3.83
Sulfurous Springs,7ed,Seventh Edition,legal,4.99,2.23
Teferi's Puzzle Box,7ed,Seventh Edition,legal,6.43,3.24
Underground River,7ed,Seventh Edition,legal,3.75,2.16
Worship,7ed,Seventh Edition,legal,7.30,4.90
Wrath of God,7ed,Seventh Edition,legal,6.65,4.37
Diabolic Intent,pls,Planeshift,not_legal,9.99,7.76
Eladamri's Call,pls,Planeshift,not_legal,4.49,3.03
"Ertai, the Corrupted",pls,Planeshift,not_legal,1.49,60.20
Lord of the Undead,pls,Planeshift,legal,12.44,4.42
Meddling Mage,pls,Planeshift,legal,28.90,12.32
"Nemata, Grove Guardian",pls,Planeshift,not_legal,7.99,4.98
Orim's Chant,pls,Planeshift,not_legal,3.99,3.18
"Tahngarth, Talruum Hero",pls,Planeshift,not_legal,0.99,60.86
Ball Lightning,g01,Judge Gift Cards 2001,legal,11.45,5.75
Oath of Druids,g01,Judge Gift Cards 2001,not_legal,38.02,26.99
Aura Shards,inv,Invasion,not_legal,13.99,7.86
Captain Sisay,inv,Invasion,not_legal,16.99,10.82
Collective Restraint,inv,Invasion,not_legal,6.99,4.11
Elvish Champion,inv,Invasion,legal,7.58,3.67
Empress Galina,inv,Invasion,not_legal,12.99,6.88
Phyrexian Altar,inv,Invasion,not_legal,53.68,34.12
Saproling Symbiosis,inv,Invasion,not_legal,11.99,3.87
Sterling Grove,inv,Invasion,not_legal,18.85,6.18
Tangle,inv,Invasion,not_legal,4.45,3.17
Lightning Bolt,btd,Beatdown Box Set,legal,4.99,3.27
Overburden,pcy,Prophecy,not_legal,4.63,3.33
Rhystic Study,pcy,Prophecy,not_legal,14.44,8.60
Spore Frog,pcy,Prophecy,not_legal,2.99,2.40
Belbe's Portal,nem,Nemesis,not_legal,3.49,2.47
Kor Haven,nem,Nemesis,not_legal,5.99,5.22
Moggcatcher,nem,Nemesis,not_legal,5.58,3.07
Parallax Wave,nem,Nemesis,not_legal,4.99,4.04
Stronghold Gambit,nem,Nemesis,not_legal,2.29,2.60
Tangle Wire,nem,Nemesis,not_legal,4.99,2.62
Counterspell,g00,Judge Gift Cards 2000,not_legal,30.99,24.28
Vampiric Tutor,g00,Judge Gift Cards 2000,not_legal,91.00,62.40
Giant Growth,fnm,Friday Night Magic 2000,legal,2.29,2.48
Llanowar Elves,fnm,Friday Night Magic 2000,legal,34.99,23.00
Prodigal Sorcerer,fnm,Friday Night Magic 2000,legal,4.62,3.55
Stone Rain,fnm,Friday Night Magic 2000,legal,15.00,24.36
Catastrophe,brb,Battle Royale Box Set,not_legal,5.80,2.67
Counterspell,brb,Battle Royale Box Set,not_legal,1.99,2.78
Exhume,brb,Battle Royale Box Set,not_legal,2.49,2.19
Land Tax,brb,Battle Royale Box Set,not_legal,24.99,14.43
Llanowar Elves,brb,Battle Royale Box Set,legal,1.29,2.37
Reanimate,brb,Battle Royale Box Set,not_legal,20.77,16.63
Spike Weaver,brb,Battle Royale Box Set,not_legal,7.99,7.40
Wrath of God,brb,Battle Royale Box Set,legal,7.99,6.82
Black Market,mmq,Mercadian Masques,not_legal,3.99,2.39
Bribery,mmq,Mercadian Masques,legal,20.15,10.65
Charisma,mmq,Mercadian Masques,not_legal,1.79,2.21
Conspiracy,mmq,Mercadian Masques,legal,7.10,2.93
Crackdown,mmq,Mercadian Masques,not_legal,4.49,3.92
Dust Bowl,mmq,Mercadian Masques,not_legal,11.99,6.94
Food Chain,mmq,Mercadian Masques,not_legal,44.99,23.47
Gush,mmq,Mercadian Masques,not_legal,3.84,3.68
Magistrate's Scepter,mmq,Mercadian Masques,legal,2.79,2.01
Misdirection,mmq,Mercadian Masques,not_legal,2.29,2.41
Rishadan Brigand,mmq,Mercadian Masques,not_legal,3.99,3.29
Rishadan Port,mmq,Mercadian Masques,not_legal,59.99,45.67
Soothsaying,mmq,Mercadian Masques,not_legal,5.99,3.07
Spidersilk Armor,mmq,Mercadian Masques,not_legal,1.99,2.28
"Squee, Goblin Nabob",mmq,Mercadian Masques,legal,5.33,3.12
Statecraft,mmq,Mercadian Masques,not_legal,2.49,2.03
Unmask,mmq,Mercadian Masques,not_legal,11.52,8.33
Alluring Scent,s99,Starter 1999,not_legal,0.85,2.09
Ancient Craving,s99,Starter 1999,not_legal,0.77,2.03
Angel of Light,s99,Starter 1999,not_legal,3.99,5.02
Armageddon,s99,Starter 1999,not_legal,3.67,3.82
Blinding Light,s99,Starter 1999,not_legal,0.74,2.03
Champion Lancer,s99,Starter 1999,not_legal,2.10,3.09
Cinder Storm,s99,Starter 1999,not_legal,1.49,2.24
Counterspell,s99,Starter 1999,not_legal,1.99,2.08
Dakmor Ghoul,s99,Starter 1999,not_legal,2.99,4.00
Dakmor Sorceress,s99,Starter 1999,not_legal,4.49,3.81
Denizen of the Deep,s99,Starter 1999,legal,1.49,3.51
Devastation,s99,Starter 1999,not_legal,20.18,19.49
Dread Reaper,s99,Starter 1999,not_legal,0.69,2.19
