card_name,set,set_name,modern,usd,eur
Austere Command,lrw,Lorwyn,legal,5.39,2.95
Cryptic Command,lrw,Lorwyn,legal,29.99,20.5
Dauntless Dourbark,lrw,Lorwyn,legal,4.32,2.35
Dolmen Gate,lrw,Lorwyn,legal,7.99,3.32
"Doran, the Siege Tower",lrw,Lorwyn,legal,6.99,3.24
Forced Fruition,lrw,Lorwyn,legal,10.16,4.03
Gaddock Teeg,lrw,Lorwyn,legal,41.99,18.78
Garruk Wildspeaker,lrw,Lorwyn,legal,9.49,4.93
Gilt-Leaf Palace,lrw,Lorwyn,legal,25.25,12.74
Jace Beleren,lrw,Lorwyn,legal,5.49,3.04
Liliana Vess,lrw,Lorwyn,legal,8.99,3.87
Mistbind Clique,lrw,Lorwyn,legal,10.99,4.75
Rings of Brighthearth,lrw,Lorwyn,legal,36.02,15.06
Shelldock Isle,lrw,Lorwyn,legal,6.14,2.97
Sower of Temptation,lrw,Lorwyn,legal,3.99,2.79
Thorn of Amethyst,lrw,Lorwyn,legal,20.99,9.07
Thoughtseize,lrw,Lorwyn,legal,26.59,16.73
Thousand-Year Elixir,lrw,Lorwyn,legal,5.75,2.32
Timber Protector,lrw,Lorwyn,legal,7.49,4.16
Vigor,lrw,Lorwyn,legal,6.99,4.3
Wanderwine Prophets,lrw,Lorwyn,legal,6.99,2.79
Adarkar Wastes,10e,Tenth Edition,legal,7.54,4.73
Beacon of Immortality,10e,Tenth Edition,legal,4.99,2.24
Birds of Paradise,10e,Tenth Edition,legal,7.58,4.26
Brushland,10e,Tenth Edition,legal,9.99,5.71
Chromatic Star,10e,Tenth Edition,legal,7.68,3.03
Coat of Arms,10e,Tenth Edition,legal,7.52,4.14
Crucible of Worlds,10e,Tenth Edition,legal,24.99,12.14
Doubling Cube,10e,Tenth Edition,legal,14.81,4.93
Elvish Champion,10e,Tenth Edition,legal,7.95,4.16
Elvish Piper,10e,Tenth Edition,legal,5.06,3.42
Field Marshal,10e,Tenth Edition,legal,5.29,3.42
Goblin King,10e,Tenth Edition,legal,4.99,2.58
Goblin Lore,10e,Tenth Edition,legal,24.3,18.12
Grave Pact,10e,Tenth Edition,legal,16.43,6.63
Hurkyl's Recall,10e,Tenth Edition,legal,4.01,2.8
Karplusan Forest,10e,Tenth Edition,legal,4.99,2.75
Lord of the Undead,10e,Tenth Edition,legal,13.82,8.73
Sculpting Steel,10e,Tenth Edition,legal,7.47,3.87
Seedborn Muse,10e,Tenth Edition,legal,12.99,3.99
Seismic Assault,10e,Tenth Edition,legal,4.49,2.53
"Squee, Goblin Nabob",10e,Tenth Edition,legal,4.33,2.93
Sulfurous Springs,10e,Tenth Edition,legal,7.75,5.59
Time Stretch,10e,Tenth Edition,legal,14.09,6.25
Underground River,10e,Tenth Edition,legal,4.91,2.43
Wrath of God,10e,Tenth Edition,legal,8.91,4.61
Akroma's Memorial,fut,Future Sight,legal,22.13,8.84
Bitter Ordeal,fut,Future Sight,legal,8.49,2.79
Bridge from Below,fut,Future Sight,legal,24.99,11.66
Cloud Key,fut,Future Sight,legal,12.38,4.12
Coalition Relic,fut,Future Sight,legal,5.99,3.89
Daybreak Coronet,fut,Future Sight,legal,13.09,7.01
Dryad Arbor,fut,Future Sight,legal,14.11,5.28
Glittering Wish,fut,Future Sight,legal,4.99,2.77
Graven Cairns,fut,Future Sight,legal,4.86,2.3
Grove of the Burnwillows,fut,Future Sight,legal,27.99,14.92
Horizon Canopy,fut,Future Sight,legal,77.55,52.07
Magus of the Moat,fut,Future Sight,legal,7.29,2.27
Magus of the Moon,fut,Future Sight,legal,9.49,6.11
Pact of Negation,fut,Future Sight,legal,14.26,8.88
Sliver Legion,fut,Future Sight,legal,49.99,21.08
Street Wraith,fut,Future Sight,legal,4.93,3.85
Summoner's Pact,fut,Future Sight,legal,6.99,5.84
Sword of the Meek,fut,Future Sight,legal,6.62,3.74
Tarmogoyf,fut,Future Sight,legal,96.26,56.99
Tolaria West,fut,Future Sight,legal,8.91,3.12
"Venser, Shaper Savant",fut,Future Sight,legal,5.54,3.51
All Is Dust,pgpx,Grand Prix Promos,legal,25.45,18.92
Batterskull,pgpx,Grand Prix Promos,legal,19.82,13.83
Chrome Mox,pgpx,Grand Prix Promos,banned,41.92,24.85
Griselbrand,pgpx,Grand Prix Promos,legal,10.99,8.05
Maelstrom Pulse,pgpx,Grand Prix Promos,legal,33.79,19.07
Mutavault,pgpx,Grand Prix Promos,legal,11.68,7.7
Primeval Titan,pgpx,Grand Prix Promos,legal,20.24,13.37
Stoneforge Mystic,pgpx,Grand Prix Promos,banned,28.12,23.72
Umezawa's Jitte,pgpx,Grand Prix Promos,banned,30.22,16.87
Ajani Goldmane,ppro,Pro Tour Promos,legal,11.77,7.2
Avatar of Woe,ppro,Pro Tour Promos,legal,17.98,9.44
Eternal Dragon,ppro,Pro Tour Promos,not_legal,9.11,3.99
Mirari's Wake,ppro,Pro Tour Promos,not_legal,31.92,16.73
"Treva, the Renewer",ppro,Pro Tour Promos,not_legal,28.46,26.99
Damnation,plc,Planar Chaos,legal,29.94,16.02
Extirpate,plc,Planar Chaos,legal,5.99,2.51
Porphyry Nodes,plc,Planar Chaos,legal,4.99,2.55
Psychotrope Thallid,plc,Planar Chaos,legal,4.49,2.06
"Urborg, Tomb of Yawgmoth",plc,Planar Chaos,legal,26.35,13.7
Knight Exemplar,pres,Resale Promos,legal,3.83,7.13
Sunblast Angel,pres,Resale Promos,legal,0.96,3.2
Terastodon,pres,Resale Promos,legal,0.85,2.26
Cunning Wish,g07,Judge Gift Cards 2007,not_legal,35.78,24.48
Decree of Justice,g07,Judge Gift Cards 2007,not_legal,13.47,7.13
Ravenous Baloth,g07,Judge Gift Cards 2007,not_legal,2.91,2.49
Vindicate,g07,Judge Gift Cards 2007,not_legal,36.96,22.0
Yawgmoth's Will,g07,Judge Gift Cards 2007,not_legal,200.87,184.95
Academy Ruins,tsp,Time Spiral,legal,24.99,11.62
Ancestral Vision,tsp,Time Spiral,legal,12.99,10.87
Angel's Grace,tsp,Time Spiral,legal,5.99,3.28
Chromatic Star,tsp,Time Spiral,legal,6.47,2.72
Flagstones of Trokair,tsp,Time Spiral,legal,19.99,9.32
Gauntlet of Power,tsp,Time Spiral,legal,20.99,7.6
Gemstone Caverns,tsp,Time Spiral,legal,22.93,9.86
Greater Gargadon,tsp,Time Spiral,legal,4.02,2.4
Living End,tsp,Time Spiral,legal,15.99,10.27
Lotus Bloom,tsp,Time Spiral,legal,7.49,4.75
Nether Traitor,tsp,Time Spiral,legal,5.75,2.14
Reiterate,tsp,Time Spiral,legal,7.99,2.71
Restore Balance,tsp,Time Spiral,legal,2.79,2.32
Saffi Eriksdotter,tsp,Time Spiral,legal,5.49,2.29
Sedge Sliver,tsp,Time Spiral,legal,8.49,3.5
Swarmyard,tsp,Time Spiral,legal,9.93,5.05
Vesuva,tsp,Time Spiral,legal,14.99,6.79
Walk the Aeons,tsp,Time Spiral,legal,5.81,2.13
Arcum Dagsson,csp,Coldsnap,legal,13.76,6.75
Braid of Fire,csp,Coldsnap,legal,17.73,5.38
Commandeer,csp,Coldsnap,legal,8.31,3.32
Counterbalance,csp,Coldsnap,legal,10.99,4.52
Dark Depths,csp,Coldsnap,banned,53.97,30.89
Field Marshal,csp,Coldsnap,legal,4.99,3.3
Herald of Leshrac,csp,Coldsnap,legal,5.41,2.07
Mishra's Bauble,csp,Coldsnap,legal,5.52,4.31
Scrying Sheets,csp,Coldsnap,legal,11.86,5.58
Snow-Covered Island,csp,Coldsnap,legal,2.11,2.13
Snow-Covered Mountain,csp,Coldsnap,legal,2.64,2.08
Thrumming Stone,csp,Coldsnap,legal,21.58,11.38
Wall of Shards,csp,Coldsnap,legal,5.99,3.75
Blood Crypt,dis,Dissension,legal,21.99,11.25
Breeding Pool,dis,Dissension,legal,19.99,12.25
Grand Arbiter Augustin IV,dis,Dissension,legal,9.99,4.64
Hallowed Fountain,dis,Dissension,legal,16.99,8.18
Infernal Tutor,dis,Dissension,legal,15.99,11.79
Pillar of the Paruns,dis,Dissension,legal,3.99,2.51
Pride of the Clouds,dis,Dissension,legal,4.99,3.11
Proclamation of Rebirth,dis,Dissension,legal,7.54,3.0
Tidespout Tyrant,dis,Dissension,legal,3.49,3.05
Voidslime,dis,Dissension,legal,7.97,3.26
Debtors' Knell,gpt,Guildpact,legal,8.96,3.76
Ghostway,gpt,Guildpact,legal,7.16,3.02
Godless Shrine,gpt,Guildpact,legal,16.48,9.38
Leyline of the Void,gpt,Guildpact,legal,40.71,24.38
Orzhov Pontiff,gpt,Guildpact,legal,5.49,3.04
Shattering Spree,gpt,Guildpact,legal,9.99,4.91
Steam Vents,gpt,Guildpact,legal,23.99,11.15
Stitch in Time,gpt,Guildpact,legal,6.66,2.12
Stomping Ground,gpt,Guildpact,legal,24.99,12.07
Exalted Angel,g06,Judge Gift Cards 2006,not_legal,29.68,16.3
Grim Lavamancer,g06,Judge Gift Cards 2006,legal,33.34,16.5
Meddling Mage,g06,Judge Gift Cards 2006,legal,57.88,36.01
Pernicious Deed,g06,Judge Gift Cards 2006,not_legal,45.08,20.74
Birds of Paradise,rav,Ravnica: City of Guilds,legal,8.59,4.35
Chord of Calling,rav,Ravnica: City of Guilds,legal,12.94,8.62
Cloudstone Curio,rav,Ravnica: City of Guilds,legal,15.81,5.14
Copy Enchantment,rav,Ravnica: City of Guilds,legal,14.99,4.68
Dark Confidant,rav,Ravnica: City of Guilds,legal,63.54,35.08
Doubling Season,rav,Ravnica: City of Guilds,legal,47.99,24.45
Glimpse the Unthinkable,rav,Ravnica: City of Guilds,legal,7.8,6.68
Golgari Thug,rav,Ravnica: City of Guilds,legal,3.99,2.3
Life from the Loam,rav,Ravnica: City of Guilds,legal,18.92,11.44
Overgrown Tomb,rav,Ravnica: City of Guilds,legal,15.46,7.91
Privileged Position,rav,Ravnica: City of Guilds,legal,23.99,8.63
Remand,rav,Ravnica: City of Guilds,legal,7.02,3.88
Sacred Foundry,rav,Ravnica: City of Guilds,legal,18.99,11.61
Temple Garden,rav,Ravnica: City of Guilds,legal,16.76,8.83
Watery Grave,rav,Ravnica: City of Guilds,legal,19.99,12.32
Adarkar Wastes,9ed,Ninth Edition,legal,5.99,3.15
Blood Moon,9ed,Ninth Edition,legal,20.03,17.35
Brushland,9ed,Ninth Edition,legal,5.49,4.68
Coat of Arms,9ed,Ninth Edition,legal,6.95,3.84
Defense Grid,9ed,Ninth Edition,legal,7.69,3.82
Elvish Champion,9ed,Ninth Edition,legal,6.84,3.34
Elvish Piper,9ed,Ninth Edition,legal,4.49,2.06
Grave Pact,9ed,Ninth Edition,legal,12.88,5.6
Greater Good,9ed,Ninth Edition,legal,8.99,4.42
Lord of the Undead,9ed,Ninth Edition,legal,12.24,5.12
Mindslicer,9ed,Ninth Edition,legal,5.3,2.56
Phyrexian Arena,9ed,Ninth Edition,legal,7.83,4.15
Seedborn Muse,9ed,Ninth Edition,legal,14.99,5.3
Sleight of Hand,9ed,Ninth Edition,legal,4.03,2.09
Sulfurous Springs,9ed,Ninth Edition,legal,5.88,2.42
Teferi's Puzzle Box,9ed,Ninth Edition,legal,6.99,2.57
Underground River,9ed,Ninth Edition,legal,3.99,2.06
Weathered Wayfarer,9ed,Ninth Edition,legal,13.99,5.73
Worship,9ed,Ninth Edition,legal,6.95,4.41
Wrath of God,9ed,Ninth Edition,legal,6.38,3.51
"Erayo, Soratami Ascendant // Erayo's Essence",sok,Saviors of Kamigawa,legal,8.72,3.73
"Kataki, War's Wage",sok,Saviors of Kamigawa,legal,5.49,2.44
"Meishin, the Mind Cage",sok,Saviors of Kamigawa,legal,6.57,2.24
"Michiko Konda, Truth Seeker",sok,Saviors of Kamigawa,legal,9.99,4.99
"Mikokoro, Center of the Sea",sok,Saviors of Kamigawa,legal,5.99,3.18
"Miren, the Moaning Well",sok,Saviors of Kamigawa,legal,10.08,5.21
"Oboro, Palace in the Clouds",sok,Saviors of Kamigawa,legal,18.99,10.91
Pithing Needle,sok,Saviors of Kamigawa,legal,5.49,2.37
"Reki, the History of Kamigawa",sok,Saviors of Kamigawa,legal,5.49,3.42
Sakashima the Impostor,sok,Saviors of Kamigawa,legal,20.59,6.83
Disrupting Shoal,bok,Betrayers of Kamigawa,legal,10.99,5.89
Goryo's Vengeance,bok,Betrayers of Kamigawa,legal,44.56,24.48
"Hokori, Dust Drinker",bok,Betrayers of Kamigawa,legal,6.49,2.24
"Ink-Eyes, Servant of Oni",bok,Betrayers of Kamigawa,legal,4.79,2.35
"Kira, Great Glass-Spinner",bok,Betrayers of Kamigawa,legal,16.38,9.88
Mirror Gallery,bok,Betrayers of Kamigawa,legal,11.99,3.97
Nourishing Shoal,bok,Betrayers of Kamigawa,legal,5.99,3.86
Umezawa's Jitte,bok,Betrayers of Kamigawa,banned,19.99,9.32
Gemstone Mine,g05,Judge Gift Cards 2005,legal,60.98,32.07
Mishra's Factory,g05,Judge Gift Cards 2005,not_legal,47.56,29.8
Regrowth,g05,Judge Gift Cards 2005,not_legal,33.99,20.75
Sol Ring,g05,Judge Gift Cards 2005,not_legal,173.1,139.99
City of Ass,unh,Unhinged,not_legal,6.49,2.96
Forest,unh,Unhinged,legal,8.99,4.37
Island,unh,Unhinged,legal,10.99,5.36
"Johnny, Combo Player",unh,Unhinged,not_legal,7.06,4.87
Mountain,unh,Unhinged,legal,6.99,3.76
Mox Lotus,unh,Unhinged,not_legal,7.44,4.5
Plains,unh,Unhinged,legal,6.18,3.42
"Richard Garfield, Ph.D.",unh,Unhinged,not_legal,5.49,2.84
Super Secret Tech,unh,Unhinged,not_legal,32.99,29.98
Swamp,unh,Unhinged,legal,8.38,4.24
"Azusa, Lost but Seeking",chk,Champions of Kamigawa,legal,26.48,12.59
"Boseiju, Who Shelters All",chk,Champions of Kamigawa,legal,18.22,7.09
Eiganjo Castle,chk,Champions of Kamigawa,legal,8.99,4.27
Forbidden Orchard,chk,Champions of Kamigawa,legal,6.99,2.52
Gifts Ungiven,chk,Champions of Kamigawa,legal,7.49,4.29
Glimpse of Nature,chk,Champions of Kamigawa,banned,16.99,8.85
Hall of the Bandit Lord,chk,Champions of Kamigawa,legal,17.99,9.81
Heartbeat of Spring,chk,Champions of Kamigawa,legal,6.99,2.01
"Isamaru, Hound of Konda",chk,Champions of Kamigawa,legal,7.99,2.79
"Kiki-Jiki, Mirror Breaker",chk,Champions of Kamigawa,legal,11.99,6.68
"Kokusho, the Evening Star",chk,Champions of Kamigawa,legal,6.99,3.72
Konda's Banner,chk,Champions of Kamigawa,legal,7.49,3.09
Lava Spike,chk,Champions of Kamigawa,legal,5.36,2.28
Marrow-Gnawer,chk,Champions of Kamigawa,legal,21.89,7.51
"Minamo, School at Water's Edge",chk,Champions of Kamigawa,legal,24.99,10.2
Myojin of Life's Web,chk,Champions of Kamigawa,legal,9.16,2.78
Nature's Will,chk,Champions of Kamigawa,legal,17.99,3.55
Sensei's Divining Top,chk,Champions of Kamigawa,banned,21.99,7.39
Seshiro the Anointed,chk,Champions of Kamigawa,legal,6.49,2.93
"Shizo, Death's Storehouse",chk,Champions of Kamigawa,legal,12.27,3.75
Through the Breach,chk,Champions of Kamigawa,legal,39.99,25.45
Auriok Champion,5dn,Fifth Dawn,legal,9.35,5.31
Crucible of Worlds,5dn,Fifth Dawn,legal,23.99,14.75
Doubling Cube,5dn,Fifth Dawn,legal,16.44,4.45
Engineered Explosives,5dn,Fifth Dawn,legal,84.99,49.82
Eternal Witness,5dn,Fifth Dawn,legal,7.08,3.08
Krark-Clan Ironworks,5dn,Fifth Dawn,legal,16.99,7.98
Mycosynth Golem,5dn,Fifth Dawn,legal,14.56,6.61
Staff of Domination,5dn,Fifth Dawn,legal,29.99,12.06
Vedalken Orrery,5dn,Fifth Dawn,legal,23.21,10.33
Vedalken Shackles,5dn,Fifth Dawn,legal,8.49,4.16
Aether Vial,dst,Darksteel,legal,35.62,22.13
Arcbound Ravager,dst,Darksteel,legal,45.63,25.02
Blinkmoth Nexus,dst,Darksteel,legal,7.99,3.95
Darksteel Colossus,dst,Darksteel,legal,6.86,2.84
Darksteel Forge,dst,Darksteel,legal,13.63,6.18
Mycosynth Lattice,dst,Darksteel,legal,11.99,4.56
Retract,dst,Darksteel,legal,7.49,2.43
Savage Beating,dst,Darksteel,legal,5.99,2.69
Sword of Fire and Ice,dst,Darksteel,legal,53.97,23.48
Sword of Light and Shadow,dst,Darksteel,legal,28.16,12.46
Trinisphere,dst,Darksteel,legal,27.99,12.62
Armageddon,g04,Judge Gift Cards 2004,not_legal,33.49,20.07
Balance,g04,Judge Gift Cards 2004,not_legal,14.59,10.66
Deranged Hermit,g04,Judge Gift Cards 2004,not_legal,40.02,29.99
Hermit Druid,g04,Judge Gift Cards 2004,not_legal,33.11,18.87
Phyrexian Negator,g04,Judge Gift Cards 2004,not_legal,6.21,4.83
Time Warp,g04,Judge Gift Cards 2004,legal,75.07,48.56
Chalice of the Void,mrd,Mirrodin,legal,47.48,33.76
Chrome Mox,mrd,Mirrodin,banned,34.59,14.01
Extraplanar Lens,mrd,Mirrodin,legal,21.18,8.43
Gilded Lotus,mrd,Mirrodin,legal,4.49,2.31
Glimmervoid,mrd,Mirrodin,legal,12.89,7.1
Mesmeric Orb,mrd,Mirrodin,legal,24.67,10.3
Mind's Eye,mrd,Mirrodin,legal,5.99,2.85
Oblivion Stone,mrd,Mirrodin,legal,8.87,3.99
Sculpting Steel,mrd,Mirrodin,legal,7.74,2.94
Solemn Simulacrum,mrd,Mirrodin,legal,6.49,2.28
Sword of Kaldra,mrd,Mirrodin,legal,7.0,2.1
Tooth and Nail,mrd,Mirrodin,legal,19.23,7.92
Birds of Paradise,8ed,Eighth Edition,legal,8.92,4.25
Blood Moon,8ed,Eighth Edition,legal,22.13,17.96
Bribery,8ed,Eighth Edition,legal,18.52,9.86
City of Brass,8ed,Eighth Edition,legal,6.88,3.57
Coat of Arms,8ed,Eighth Edition,legal,6.91,4.11
Defense Grid,8ed,Eighth Edition,legal,8.19,3.5
Elvish Champion,8ed,Eighth Edition,legal,6.58,3.17
Elvish Piper,8ed,Eighth Edition,legal,3.99,2.24
Ensnaring Bridge,8ed,Eighth Edition,legal,39.79,29.78
Grave Pact,8ed,Eighth Edition,legal,17.99,6.2
Intruder Alarm,8ed,Eighth Edition,legal,7.99,4.71
Lord of the Undead,8ed,Eighth Edition,legal,11.72,6.23
Phyrexian Arena,8ed,Eighth Edition,legal,8.61,4.35
Teferi's Puzzle Box,8ed,Eighth Edition,legal,6.99,3.62
Worship,8ed,Eighth Edition,legal,7.71,4.25
Wrath of God,8ed,Eighth Edition,legal,6.77,3.65
Sliver Overlord,scg,Scourge,not_legal,13.15,4.71
Stifle,scg,Scourge,not_legal,6.49,4.08
Undead Warchief,scg,Scourge,legal,5.55,2.58
"Akroma, Angel of Wrath",lgn,Legions,legal,2.99,2.13
Magma Sliver,lgn,Legions,not_legal,3.96,2.05
Seedborn Muse,lgn,Legions,legal,11.99,5.41
Synapse Sliver,lgn,Legions,not_legal,4.49,2.04
Argothian Enchantress,g03,Judge Gift Cards 2003,not_legal,31.11,25.25
Intuition,g03,Judge Gift Cards 2003,not_legal,210.98,231.66
Living Death,g03,Judge Gift Cards 2003,not_legal,29.08,20.97
Aggravated Assault,ons,Onslaught,not_legal,8.99,4.51
Bloodstained Mire,ons,Onslaught,legal,39.99,19.37
Cover of Darkness,ons,Onslaught,not_legal,10.31,3.63
Cryptic Gateway,ons,Onslaught,not_legal,4.99,2.21
Enchantress's Presence,ons,Onslaught,not_legal,5.99,4.95
Flooded Strand,ons,Onslaught,legal,32.99,18.27
Goblin Piledriver,ons,Onslaught,legal,6.97,3.97
Goblin Sharpshooter,ons,Onslaught,not_legal,4.26,2.55
Insurrection,ons,Onslaught,not_legal,7.62,3.19
"Kamahl, Fist of Krosa",ons,Onslaught,not_legal,5.99,2.84
Mana Echoes,ons,Onslaught,not_legal,19.99,9.73
Oversold Cemetery,ons,Onslaught,not_legal,7.03,3.21
Patriarch's Bidding,ons,Onslaught,not_legal,19.0,9.55
Polluted Delta,ons,Onslaught,legal,37.99,19.44
Riptide Laboratory,ons,Onslaught,not_legal,11.99,6.61
Steely Resolve,ons,Onslaught,not_legal,8.02,4.26
Unholy Grotto,ons,Onslaught,not_legal,6.21,3.33
Weathered Wayfarer,ons,Onslaught,legal,13.25,5.73
Windswept Heath,ons,Onslaught,legal,22.27,14.44
Wooded Foothills,ons,Onslaught,legal,29.99,18.41
Battle Screech,jud,Judgment,not_legal,4.99,3.93
Burning Wish,jud,Judgment,not_legal,2.79,2.27
Cunning Wish,jud,Judgment,not_legal,5.99,3.45
Genesis,jud,Judgment,not_legal,4.49,3.34
Mirari's Wake,jud,Judgment,not_legal,11.48,4.94
Solitary Confinement,jud,Judgment,not_legal,10.4,4.34
Sylvan Safekeeper,jud,Judgment,not_legal,6.93,4.21
Test of Endurance,jud,Judgment,not_legal,8.66,2.83
Cabal Coffers,tor,Torment,not_legal,27.94,14.4
Chainer's Edict,tor,Torment,not_legal,8.41,5.23
Circular Logic,tor,Torment,not_legal,4.92,3.45
Grim Lavamancer,tor,Torment,legal,17.97,8.61
Insidious Dreams,tor,Torment,not_legal,9.88,4.92
Hammer of Bogardan,g02,Judge Gift Cards 2002,legal,6.02,3.73
Tradewind Rider,g02,Judge Gift Cards 2002,not_legal,9.74,8.28
Chance Encounter,ody,Odyssey,not_legal,7.99,6.46
Crystal Quarry,ody,Odyssey,not_legal,6.49,3.26
Darkwater Catacombs,ody,Odyssey,not_legal,2.49,2.15
Deserted Temple,ody,Odyssey,not_legal,13.16,6.3
Entomb,ody,Odyssey,not_legal,20.76,13.12
Karmic Justice,ody,Odyssey,not_legal,6.97,3.45
Mindslicer,ody,Odyssey,legal,5.7,2.49
Moment's Peace,ody,Odyssey,not_legal,1.49,2.05
Mossfire Valley,ody,Odyssey,not_legal,3.99,2.24
Patron Wizard,ody,Odyssey,not_legal,15.12,9.2
Petrified Field,ody,Odyssey,not_legal,7.08,5.02
Predict,ody,Odyssey,not_legal,1.79,2.17
Price of Glory,ody,Odyssey,not_legal,5.99,2.07
Seize the Day,ody,Odyssey,not_legal,5.49,2.2
Skycloud Expanse,ody,Odyssey,not_legal,4.99,3.07
Squirrel Mob,ody,Odyssey,not_legal,7.99,4.46
Standstill,ody,Odyssey,not_legal,2.49,2.09
Tainted Pact,ody,Odyssey,not_legal,4.95,3.34
Time Stretch,ody,Odyssey,legal,12.48,6.05
Pernicious Deed,apc,Apocalypse,not_legal,4.99,2.97
Phyrexian Arena,apc,Apocalypse,legal,9.03,4.33
Shivan Reef,apc,Apocalypse,legal,4.66,2.48
Standard Bearer,apc,Apocalypse,not_legal,1.62,2.31
Vindicate,apc,Apocalypse,not_legal,5.99,4.05
Adarkar Wastes,7ed,Seventh Edition,legal,4.99,3.31
Birds of Paradise,7ed,Seventh Edition,legal,9.31,4.95
Brushland,7ed,Seventh Edition,legal,4.49,4.14
City of Brass,7ed,Seventh Edition,legal,7.38,4.22
Coat of Arms,7ed,Seventh Edition,legal,8.1,4.3
Elvish Champion,7ed,Seventh Edition,legal,6.53,3.51
Elvish Piper,7ed,Seventh Edition,legal,3.49,2.79
Ensnaring Bridge,7ed,Seventh Edition,legal,37.78,30.6
Karplusan Forest,7ed,Seventh Edition,legal,2.99,2.46
Lord of Atlantis,7ed,Seventh Edition,legal,7.99,4.51
Meekstone,7ed,Seventh Edition,not_legal,6.6,3.95
Opposition,7ed,Seventh Edition,not_legal,3.49,2.64
Oppression,7ed,Seventh Edition,not_legal,4.49,2.88
Sleight of Hand,7ed,Seventh Edition,legal,3.73,2.12
Static Orb,7ed,Seventh Edition,not_legal,7.18,3.9
Sulfurous Springs,7ed,Seventh Edition,legal,5.05,2.22
Teferi's Puzzle Box,7ed,Seventh Edition,legal,6.45,3.32
Worship,7ed,Seventh Edition,legal,7.31,4.8
Wrath of God,7ed,Seventh Edition,legal,6.73,4.34
Diabolic Intent,pls,Planeshift,not_legal,9.99,7.47
Eladamri's Call,pls,Planeshift,not_legal,4.42,3.06
"Ertai, the Corrupted",pls,Planeshift,not_legal,1.49,60.2
Lord of the Undead,pls,Planeshift,legal,12.3,4.03
Meddling Mage,pls,Planeshift,legal,28.9,11.86
"Nemata, Grove Guardian",pls,Planeshift,not_legal,7.99,4.68
Orim's Chant,pls,Planeshift,not_legal,4.99,3.3
Skyship Weatherlight,pls,Planeshift,not_legal,0.99,49.77
"Tahngarth, Talruum Hero",pls,Planeshift,not_legal,0.99,60.86
Ball Lightning,g01,Judge Gift Cards 2001,legal,11.45,5.57
Oath of Druids,g01,Judge Gift Cards 2001,not_legal,38.02,26.99
Aura Shards,inv,Invasion,not_legal,13.99,7.94
Captain Sisay,inv,Invasion,not_legal,16.99,10.55
Collective Restraint,inv,Invasion,not_legal,6.99,4.17
Elvish Champion,inv,Invasion,legal,7.58,3.61
Empress Galina,inv,Invasion,not_legal,12.99,6.9
Phyrexian Altar,inv,Invasion,not_legal,54.56,34.55
Saproling Symbiosis,inv,Invasion,not_legal,11.99,4.12
Sterling Grove,inv,Invasion,not_legal,18.7,6.51
Tangle,inv,Invasion,not_legal,4.45,3.18
Lightning Bolt,btd,Beatdown Box Set,legal,4.99,3.48
Overburden,pcy,Prophecy,not_legal,4.64,3.48
Rhystic Study,pcy,Prophecy,not_legal,14.27,8.75
Spore Frog,pcy,Prophecy,not_legal,2.99,2.38
Belbe's Portal,nem,Nemesis,not_legal,3.49,2.42
Kor Haven,nem,Nemesis,not_legal,5.99,5.1
Moggcatcher,nem,Nemesis,not_legal,5.59,3.03
Parallax Tide,nem,Nemesis,not_legal,1.78,2.07
Parallax Wave,nem,Nemesis,not_legal,4.99,4.11
Stronghold Gambit,nem,Nemesis,not_legal,2.29,2.5
Tangle Wire,nem,Nemesis,not_legal,4.99,2.61
Giant Growth,fnm,Friday Night Magic 2000,legal,2.35,2.72
Llanowar Elves,fnm,Friday Night Magic 2000,legal,34.99,22.33
Prodigal Sorcerer,fnm,Friday Night Magic 2000,legal,4.62,3.55
Stone Rain,fnm,Friday Night Magic 2000,legal,15.0,24.36
Counterspell,g00,Judge Gift Cards 2000,not_legal,30.99,22.59
Vampiric Tutor,g00,Judge Gift Cards 2000,not_legal,91.0,63.6
Catastrophe,brb,Battle Royale Box Set,not_legal,5.67,2.73
Counterspell,brb,Battle Royale Box Set,not_legal,1.99,2.78
Exhume,brb,Battle Royale Box Set,not_legal,2.49,2.59
Land Tax,brb,Battle Royale Box Set,not_legal,24.99,13.82
Llanowar Elves,brb,Battle Royale Box Set,legal,1.29,2.37
Reanimate,brb,Battle Royale Box Set,not_legal,20.95,16.61
Spike Weaver,brb,Battle Royale Box Set,not_legal,7.99,7.4
Wrath of God,brb,Battle Royale Box Set,legal,7.99,6.82
Black Market,mmq,Mercadian Masques,not_legal,3.99,2.31
Bribery,mmq,Mercadian Masques,legal,20.26,10.56
Charisma,mmq,Mercadian Masques,not_legal,1.79,2.12
Conspiracy,mmq,Mercadian Masques,legal,7.29,3.04
Crackdown,mmq,Mercadian Masques,not_legal,4.49,3.92
Dust Bowl,mmq,Mercadian Masques,not_legal,11.99,6.87
Food Chain,mmq,Mercadian Masques,not_legal,44.99,22.59
Gush,mmq,Mercadian Masques,not_legal,3.76,3.59
Magistrate's Scepter,mmq,Mercadian Masques,legal,2.79,2.09
Misdirection,mmq,Mercadian Masques,not_legal,2.29,2.33
Rishadan Brigand,mmq,Mercadian Masques,not_legal,3.99,3.27
Rishadan Port,mmq,Mercadian Masques,not_legal,59.99,44.55
Soothsaying,mmq,Mercadian Masques,not_legal,7.49,3.1
Spidersilk Armor,mmq,Mercadian Masques,not_legal,1.99,2.3
